lat,lon,our_class,margin,diesing_class,abslat
-74.0,-176.0,siliceous-ooze,-2.7107844,Lithogenous sediment,74.0
-74.0,-175.0,siliceous-ooze,-2.1245098,Lithogenous sediment,74.0
-74.0,-174.0,siliceous-ooze,-1.9441178,Lithogenous sediment,74.0
-74.0,-173.0,siliceous-ooze,-1.8088236,Lithogenous sediment,74.0
-74.0,-172.0,siliceous-ooze,-1.5382354,Lithogenous sediment,74.0
-74.0,-171.0,siliceous-ooze,-1.3127451,Lithogenous sediment,74.0
-74.0,-170.0,siliceous-ooze,-1.1774511,Lithogenous sediment,74.0
-74.0,-169.0,siliceous-ooze,-1.087255,Lithogenous sediment,74.0
-74.0,-168.0,siliceous-ooze,-1.0421569,Lithogenous sediment,74.0
-74.0,-167.0,siliceous-ooze,-0.99705887,Lithogenous sediment,74.0
-74.0,-166.0,siliceous-ooze,-0.9519608,Lithogenous sediment,74.0
-74.0,-165.0,siliceous-ooze,-0.8617649,Lithogenous sediment,74.0
-74.0,-164.0,siliceous-ooze,-0.8617649,Lithogenous sediment,74.0
-74.0,-163.0,siliceous-ooze,-0.90686274,Lithogenous sediment,74.0
-74.0,-162.0,siliceous-ooze,-0.9519608,Lithogenous sediment,74.0
-74.0,-161.0,siliceous-ooze,-0.90686274,Lithogenous sediment,74.0
-74.0,-160.0,siliceous-ooze,-0.8617649,Lithogenous sediment,74.0
-74.0,-159.0,siliceous-ooze,-0.81666684,Lithogenous sediment,74.0
-74.0,-158.0,siliceous-ooze,-0.7715688,Lithogenous sediment,74.0
-74.0,-157.0,siliceous-ooze,-0.7264707,Lithogenous sediment,74.0
-74.0,-156.0,siliceous-ooze,-0.7264707,Lithogenous sediment,74.0
-74.0,-155.0,siliceous-ooze,-0.7264707,Lithogenous sediment,74.0
-74.0,-154.0,siliceous-ooze,-0.7264707,Lithogenous sediment,74.0
-74.0,-153.0,siliceous-ooze,-0.68137264,Lithogenous sediment,74.0
-74.0,-152.0,siliceous-ooze,-0.6362748,Lithogenous sediment,74.0
-74.0,-151.0,siliceous-ooze,-0.6362748,Lithogenous sediment,74.0
-74.0,-150.0,siliceous-ooze,-0.6362748,Lithogenous sediment,74.0
-74.0,-149.0,siliceous-ooze,-0.6362748,Lithogenous sediment,74.0
-74.0,-148.0,siliceous-ooze,-0.68137264,Lithogenous sediment,74.0
-74.0,-147.0,siliceous-ooze,-0.7264707,Lithogenous sediment,74.0
-74.0,-146.0,siliceous-ooze,-0.81666684,Lithogenous sediment,74.0
-74.0,-145.0,siliceous-ooze,-0.9519608,Lithogenous sediment,74.0
-74.0,-144.0,siliceous-ooze,-1.2225492,Lithogenous sediment,74.0
-74.0,-143.0,siliceous-ooze,-1.4029412,Lithogenous sediment,74.0
-73.0,-176.0,carbonate-ooze,-3.0264707,Lithogenous sediment,73.0
-73.0,-175.0,siliceous-ooze,-2.259804,Lithogenous sediment,73.0
-73.0,-174.0,siliceous-ooze,-1.5833335,Lithogenous sediment,73.0
-73.0,-173.0,siliceous-ooze,-1.2676473,Lithogenous sediment,73.0
-73.0,-172.0,siliceous-ooze,-1.0421569,Lithogenous sediment,73.0
-73.0,-171.0,siliceous-ooze,-0.8617649,Lithogenous sediment,73.0
-73.0,-170.0,siliceous-ooze,-0.7715688,Lithogenous sediment,73.0
-73.0,-169.0,siliceous-ooze,-0.68137264,Lithogenous sediment,73.0
-73.0,-168.0,siliceous-ooze,-0.6362748,Lithogenous sediment,73.0
-73.0,-167.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-166.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-165.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-164.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-163.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-162.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-161.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-160.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-159.0,siliceous-ooze,-0.5009804,Lithogenous sediment,73.0
-73.0,-158.0,siliceous-ooze,-0.45588255,Diatom ooze,73.0
-73.0,-157.0,siliceous-ooze,-0.45588255,Lithogenous sediment,73.0
-73.0,-156.0,siliceous-ooze,-0.5009804,Diatom ooze,73.0
-73.0,-155.0,siliceous-ooze,-0.5460787,Diatom ooze,73.0
-73.0,-154.0,siliceous-ooze,-0.5460787,Diatom ooze,73.0
-73.0,-153.0,siliceous-ooze,-0.5460787,Diatom ooze,73.0
-73.0,-152.0,siliceous-ooze,-0.5460787,Lithogenous sediment,73.0
-73.0,-151.0,siliceous-ooze,-0.5460787,Diatom ooze,73.0
-73.0,-150.0,siliceous-ooze,-0.5009804,Diatom ooze,73.0
-73.0,-149.0,siliceous-ooze,-0.5009804,Diatom ooze,73.0
-73.0,-148.0,siliceous-ooze,-0.5009804,Lithogenous sediment,73.0
-73.0,-147.0,siliceous-ooze,-0.5460787,Lithogenous sediment,73.0
-73.0,-146.0,siliceous-ooze,-0.5460787,Lithogenous sediment,73.0
-73.0,-145.0,siliceous-ooze,-0.5460787,Lithogenous sediment,73.0
-73.0,-144.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-143.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-142.0,siliceous-ooze,-0.5911765,Lithogenous sediment,73.0
-73.0,-141.0,siliceous-ooze,-0.6362748,Lithogenous sediment,73.0
-73.0,-140.0,siliceous-ooze,-0.68137264,Lithogenous sediment,73.0
-73.0,-139.0,siliceous-ooze,-0.81666684,Lithogenous sediment,73.0
-72.0,-180.0,siliceous-ooze,-2.8009806,Lithogenous sediment,72.0
-72.0,-176.0,carbonate-ooze,-3.1166668,Lithogenous sediment,72.0
-72.0,-175.0,siliceous-ooze,-2.214706,Lithogenous sediment,72.0
-72.0,-174.0,siliceous-ooze,-1.3127451,Lithogenous sediment,72.0
-72.0,-173.0,siliceous-ooze,-0.9519608,Lithogenous sediment,72.0
-72.0,-172.0,siliceous-ooze,-0.81666684,Lithogenous sediment,72.0
-72.0,-171.0,siliceous-ooze,-0.7264707,Lithogenous sediment,72.0
-72.0,-170.0,siliceous-ooze,-0.68137264,Lithogenous sediment,72.0
-72.0,-169.0,siliceous-ooze,-0.5911765,Lithogenous sediment,72.0
-72.0,-168.0,siliceous-ooze,-0.5460787,Lithogenous sediment,72.0
-72.0,-167.0,siliceous-ooze,-0.5009804,Lithogenous sediment,72.0
-72.0,-166.0,siliceous-ooze,-0.5009804,Lithogenous sediment,72.0
-72.0,-165.0,siliceous-ooze,-0.5009804,Lithogenous sediment,72.0
-72.0,-164.0,siliceous-ooze,-0.5009804,Lithogenous sediment,72.0
-72.0,-163.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-162.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-161.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-160.0,siliceous-ooze,-0.41078424,Lithogenous sediment,72.0
-72.0,-159.0,siliceous-ooze,-0.36568642,Lithogenous sediment,72.0
-72.0,-158.0,siliceous-ooze,-0.36568642,Lithogenous sediment,72.0
-72.0,-157.0,siliceous-ooze,-0.3205881,Lithogenous sediment,72.0
-72.0,-156.0,siliceous-ooze,-0.36568642,Lithogenous sediment,72.0
-72.0,-155.0,siliceous-ooze,-0.36568642,Lithogenous sediment,72.0
-72.0,-154.0,siliceous-ooze,-0.41078424,Lithogenous sediment,72.0
-72.0,-153.0,siliceous-ooze,-0.45588255,Diatom ooze,72.0
-72.0,-152.0,siliceous-ooze,-0.5009804,Diatom ooze,72.0
-72.0,-151.0,siliceous-ooze,-0.45588255,Diatom ooze,72.0
-72.0,-150.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-149.0,siliceous-ooze,-0.45588255,Diatom ooze,72.0
-72.0,-148.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-147.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-146.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-145.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-144.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-143.0,siliceous-ooze,-0.41078424,Lithogenous sediment,72.0
-72.0,-142.0,siliceous-ooze,-0.41078424,Lithogenous sediment,72.0
-72.0,-141.0,siliceous-ooze,-0.41078424,Lithogenous sediment,72.0
-72.0,-140.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-139.0,siliceous-ooze,-0.45588255,Lithogenous sediment,72.0
-72.0,-138.0,siliceous-ooze,-0.5009804,Lithogenous sediment,72.0
-72.0,-137.0,siliceous-ooze,-0.5460787,Lithogenous sediment,72.0
-72.0,-136.0,siliceous-ooze,-0.5911765,Lithogenous sediment,72.0
-72.0,-135.0,siliceous-ooze,-0.68137264,Lithogenous sediment,72.0
-72.0,-134.0,siliceous-ooze,-0.90686274,Lithogenous sediment,72.0
-72.0,-133.0,siliceous-ooze,-1.087255,Lithogenous sediment,72.0
-72.0,-132.0,siliceous-ooze,-1.1774511,Lithogenous sediment,72.0
-72.0,-131.0,siliceous-ooze,-1.2225492,Lithogenous sediment,72.0
-72.0,-130.0,siliceous-ooze,-1.3127451,Lithogenous sediment,72.0
-72.0,-129.0,siliceous-ooze,-1.3578432,Lithogenous sediment,72.0
-72.0,-128.0,siliceous-ooze,-1.3578432,Lithogenous sediment,72.0
-72.0,-47.0,siliceous-ooze,-2.7558825,Lithogenous sediment,72.0
-72.0,-46.0,siliceous-ooze,-2.5303922,Lithogenous sediment,72.0
-72.0,-45.0,siliceous-ooze,-2.304902,Lithogenous sediment,72.0
-72.0,-44.0,siliceous-ooze,-2.0794117,Lithogenous sediment,72.0
-72.0,-43.0,siliceous-ooze,-1.8088236,Lithogenous sediment,72.0
-72.0,-42.0,siliceous-ooze,-1.5382354,Lithogenous sediment,72.0
-72.0,-41.0,siliceous-ooze,-1.4029412,Lithogenous sediment,72.0
-72.0,-34.0,siliceous-ooze,-0.8617649,Lithogenous sediment,72.0
-72.0,-33.0,siliceous-ooze,-0.7264707,Lithogenous sediment,72.0
-72.0,-32.0,siliceous-ooze,-0.68137264,Lithogenous sediment,72.0
-72.0,-31.0,siliceous-ooze,-0.7715688,Lithogenous sediment,72.0
-72.0,-30.0,siliceous-ooze,-0.7264707,Lithogenous sediment,72.0
-72.0,-29.0,siliceous-ooze,-0.6362748,Lithogenous sediment,72.0
-72.0,-28.0,siliceous-ooze,-0.6362748,Lithogenous sediment,72.0
-72.0,-27.0,siliceous-ooze,-0.7264707,Lithogenous sediment,72.0
-72.0,-26.0,siliceous-ooze,-0.7715688,Lithogenous sediment,72.0
-72.0,-25.0,siliceous-ooze,-0.68137264,Lithogenous sediment,72.0
-72.0,-24.0,siliceous-ooze,-0.6362748,Lithogenous sediment,72.0
-72.0,-23.0,siliceous-ooze,-0.5911765,Lithogenous sediment,72.0
-72.0,-22.0,siliceous-ooze,-0.5911765,Lithogenous sediment,72.0
-72.0,-21.0,siliceous-ooze,-0.68137264,Lithogenous sediment,72.0
-72.0,-20.0,siliceous-ooze,-0.81666684,Lithogenous sediment,72.0
-72.0,-19.0,siliceous-ooze,-1.3127451,Lithogenous sediment,72.0
-72.0,-18.0,siliceous-ooze,-2.0794117,Lithogenous sediment,72.0
-72.0,-17.0,siliceous-ooze,-2.9362745,Lithogenous sediment,72.0
-72.0,-16.0,carbonate-ooze,-3.657843,Lithogenous sediment,72.0
-72.0,174.0,carbonate-ooze,-3.297059,Lithogenous sediment,72.0
-72.0,175.0,carbonate-ooze,-3.1617649,Lithogenous sediment,72.0
-72.0,179.0,siliceous-ooze,-2.5303922,Lithogenous sediment,72.0
-71.0,-177.0,siliceous-ooze,-2.0794117,Lithogenous sediment,71.0
-71.0,-176.0,siliceous-ooze,-1.4029412,Lithogenous sediment,71.0
-71.0,-175.0,siliceous-ooze,-1.087255,Lithogenous sediment,71.0
-71.0,-174.0,siliceous-ooze,-0.81666684,Lithogenous sediment,71.0
-71.0,-173.0,siliceous-ooze,-0.68137264,Lithogenous sediment,71.0
-71.0,-172.0,siliceous-ooze,-0.6362748,Lithogenous sediment,71.0
-71.0,-171.0,siliceous-ooze,-0.5911765,Lithogenous sediment,71.0
-71.0,-170.0,siliceous-ooze,-0.6362748,Lithogenous sediment,71.0
-71.0,-169.0,siliceous-ooze,-0.5911765,Lithogenous sediment,71.0
-71.0,-168.0,siliceous-ooze,-0.5460787,Lithogenous sediment,71.0
-71.0,-167.0,siliceous-ooze,-0.5009804,Lithogenous sediment,71.0
-71.0,-166.0,siliceous-ooze,-0.5460787,Lithogenous sediment,71.0
-71.0,-165.0,siliceous-ooze,-0.5460787,Lithogenous sediment,71.0
-71.0,-164.0,siliceous-ooze,-0.5009804,Lithogenous sediment,71.0
-71.0,-163.0,siliceous-ooze,-0.5009804,Lithogenous sediment,71.0
-71.0,-162.0,siliceous-ooze,-0.45588255,Lithogenous sediment,71.0
-71.0,-161.0,siliceous-ooze,-0.5009804,Lithogenous sediment,71.0
-71.0,-160.0,siliceous-ooze,-0.41078424,Lithogenous sediment,71.0
-71.0,-159.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-158.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-157.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-156.0,siliceous-ooze,-0.3205881,Diatom ooze,71.0
-71.0,-155.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-154.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-153.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-152.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-151.0,siliceous-ooze,-0.36568642,Diatom ooze,71.0
-71.0,-150.0,siliceous-ooze,-0.36568642,Diatom ooze,71.0
-71.0,-149.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-148.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-147.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-146.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-145.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-144.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-143.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-142.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-141.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-140.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-139.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-138.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-137.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-136.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-135.0,siliceous-ooze,-0.45588255,Lithogenous sediment,71.0
-71.0,-134.0,siliceous-ooze,-0.5009804,Lithogenous sediment,71.0
-71.0,-133.0,siliceous-ooze,-0.5460787,Lithogenous sediment,71.0
-71.0,-132.0,siliceous-ooze,-0.68137264,Lithogenous sediment,71.0
-71.0,-131.0,siliceous-ooze,-0.7715688,Lithogenous sediment,71.0
-71.0,-130.0,siliceous-ooze,-0.90686274,Lithogenous sediment,71.0
-71.0,-129.0,siliceous-ooze,-0.99705887,Lithogenous sediment,71.0
-71.0,-128.0,siliceous-ooze,-1.1774511,Lithogenous sediment,71.0
-71.0,-127.0,siliceous-ooze,-1.1323531,Lithogenous sediment,71.0
-71.0,-126.0,siliceous-ooze,-1.1774511,Lithogenous sediment,71.0
-71.0,-125.0,siliceous-ooze,-1.2676473,Lithogenous sediment,71.0
-71.0,-124.0,siliceous-ooze,-1.4480393,Lithogenous sediment,71.0
-71.0,-123.0,siliceous-ooze,-1.5833335,Lithogenous sediment,71.0
-71.0,-122.0,siliceous-ooze,-1.6284316,Lithogenous sediment,71.0
-71.0,-121.0,siliceous-ooze,-1.8088236,Lithogenous sediment,71.0
-71.0,-120.0,siliceous-ooze,-2.0794117,Lithogenous sediment,71.0
-71.0,-119.0,siliceous-ooze,-2.1696079,Lithogenous sediment,71.0
-71.0,-118.0,siliceous-ooze,-2.214706,Lithogenous sediment,71.0
-71.0,-117.0,siliceous-ooze,-2.214706,Lithogenous sediment,71.0
-71.0,-116.0,siliceous-ooze,-2.214706,Lithogenous sediment,71.0
-71.0,-115.0,siliceous-ooze,-2.214706,Lithogenous sediment,71.0
-71.0,-114.0,siliceous-ooze,-2.259804,Lithogenous sediment,71.0
-71.0,-113.0,siliceous-ooze,-2.3500001,Lithogenous sediment,71.0
-71.0,-112.0,siliceous-ooze,-2.3950982,Lithogenous sediment,71.0
-71.0,-111.0,siliceous-ooze,-2.485294,Lithogenous sediment,71.0
-71.0,-110.0,siliceous-ooze,-2.6205883,Lithogenous sediment,71.0
-71.0,-51.0,siliceous-ooze,-2.034314,Lithogenous sediment,71.0
-71.0,-50.0,siliceous-ooze,-1.9441178,Lithogenous sediment,71.0
-71.0,-49.0,siliceous-ooze,-1.8088236,Lithogenous sediment,71.0
-71.0,-48.0,siliceous-ooze,-1.6735296,Lithogenous sediment,71.0
-71.0,-47.0,siliceous-ooze,-1.4931374,Lithogenous sediment,71.0
-71.0,-46.0,siliceous-ooze,-1.4029412,Lithogenous sediment,71.0
-71.0,-45.0,siliceous-ooze,-1.3127451,Lithogenous sediment,71.0
-71.0,-44.0,siliceous-ooze,-1.2676473,Lithogenous sediment,71.0
-71.0,-43.0,siliceous-ooze,-1.1323531,Lithogenous sediment,71.0
-71.0,-42.0,siliceous-ooze,-0.9519608,Lithogenous sediment,71.0
-71.0,-41.0,siliceous-ooze,-0.7715688,Lithogenous sediment,71.0
-71.0,-40.0,siliceous-ooze,-0.7264707,Lithogenous sediment,71.0
-71.0,-39.0,siliceous-ooze,-0.68137264,Lithogenous sediment,71.0
-71.0,-38.0,siliceous-ooze,-0.6362748,Lithogenous sediment,71.0
-71.0,-37.0,siliceous-ooze,-0.6362748,Lithogenous sediment,71.0
-71.0,-36.0,siliceous-ooze,-0.6362748,Lithogenous sediment,71.0
-71.0,-35.0,siliceous-ooze,-0.5911765,Lithogenous sediment,71.0
-71.0,-34.0,siliceous-ooze,-0.5009804,Lithogenous sediment,71.0
-71.0,-33.0,siliceous-ooze,-0.45588255,Lithogenous sediment,71.0
-71.0,-32.0,siliceous-ooze,-0.41078424,Lithogenous sediment,71.0
-71.0,-31.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-30.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-29.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-28.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-27.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-26.0,siliceous-ooze,-0.41078424,Lithogenous sediment,71.0
-71.0,-25.0,siliceous-ooze,-0.41078424,Lithogenous sediment,71.0
-71.0,-24.0,siliceous-ooze,-0.36568642,Lithogenous sediment,71.0
-71.0,-23.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-22.0,siliceous-ooze,-0.3205881,Lithogenous sediment,71.0
-71.0,-21.0,siliceous-ooze,-0.27549028,Lithogenous sediment,71.0
-71.0,-20.0,siliceous-ooze,-0.23039246,Lithogenous sediment,71.0
-71.0,-19.0,siliceous-ooze,-0.27549028,Lithogenous sediment,71.0
-71.0,-18.0,siliceous-ooze,-0.45588255,Lithogenous sediment,71.0
-71.0,-17.0,siliceous-ooze,-0.90686274,Lithogenous sediment,71.0
-71.0,-16.0,siliceous-ooze,-1.4029412,Lithogenous sediment,71.0
-71.0,-15.0,siliceous-ooze,-1.8990197,Lithogenous sediment,71.0
-71.0,172.0,siliceous-ooze,-2.7558825,Lithogenous sediment,71.0
-71.0,173.0,siliceous-ooze,-2.485294,Lithogenous sediment,71.0
-71.0,174.0,siliceous-ooze,-2.4401963,Lithogenous sediment,71.0
-71.0,175.0,siliceous-ooze,-2.259804,Lithogenous sediment,71.0
-71.0,176.0,siliceous-ooze,-2.304902,Lithogenous sediment,71.0
-71.0,177.0,siliceous-ooze,-2.259804,Lithogenous sediment,71.0
-71.0,178.0,siliceous-ooze,-1.8990197,Lithogenous sediment,71.0
-70.0,-180.0,siliceous-ooze,-1.2225492,Diatom ooze,70.0
-70.0,-179.0,siliceous-ooze,-1.4931374,Diatom ooze,70.0
-70.0,-178.0,siliceous-ooze,-1.3127451,Diatom ooze,70.0
-70.0,-177.0,siliceous-ooze,-0.8617649,Diatom ooze,70.0
-70.0,-176.0,siliceous-ooze,-0.68137264,Diatom ooze,70.0
-70.0,-175.0,siliceous-ooze,-0.6362748,Lithogenous sediment,70.0
-70.0,-174.0,siliceous-ooze,-0.5911765,Lithogenous sediment,70.0
-70.0,-173.0,siliceous-ooze,-0.5460787,Lithogenous sediment,70.0
-70.0,-172.0,siliceous-ooze,-0.5009804,Lithogenous sediment,70.0
-70.0,-171.0,siliceous-ooze,-0.5009804,Lithogenous sediment,70.0
-70.0,-170.0,siliceous-ooze,-0.5911765,Lithogenous sediment,70.0
-70.0,-169.0,siliceous-ooze,-0.5460787,Lithogenous sediment,70.0
-70.0,-168.0,siliceous-ooze,-0.5460787,Lithogenous sediment,70.0
-70.0,-167.0,siliceous-ooze,-0.5911765,Lithogenous sediment,70.0
-70.0,-166.0,siliceous-ooze,-0.6362748,Lithogenous sediment,70.0
-70.0,-165.0,siliceous-ooze,-0.6362748,Lithogenous sediment,70.0
-70.0,-164.0,siliceous-ooze,-0.5911765,Lithogenous sediment,70.0
-70.0,-163.0,siliceous-ooze,-0.6362748,Lithogenous sediment,70.0
-70.0,-162.0,siliceous-ooze,-0.5911765,Lithogenous sediment,70.0
-70.0,-161.0,siliceous-ooze,-0.5460787,Lithogenous sediment,70.0
-70.0,-160.0,siliceous-ooze,-0.5009804,Lithogenous sediment,70.0
-70.0,-159.0,siliceous-ooze,-0.5009804,Lithogenous sediment,70.0
-70.0,-158.0,siliceous-ooze,-0.5009804,Lithogenous sediment,70.0
-70.0,-157.0,siliceous-ooze,-0.41078424,Lithogenous sediment,70.0
-70.0,-156.0,siliceous-ooze,-0.36568642,Diatom ooze,70.0
-70.0,-155.0,siliceous-ooze,-0.36568642,Diatom ooze,70.0
-70.0,-154.0,siliceous-ooze,-0.3205881,Lithogenous sediment,70.0
-70.0,-153.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-152.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-151.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-150.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-149.0,siliceous-ooze,-0.3205881,Diatom ooze,70.0
-70.0,-148.0,siliceous-ooze,-0.3205881,Lithogenous sediment,70.0
-70.0,-147.0,siliceous-ooze,-0.3205881,Lithogenous sediment,70.0
-70.0,-146.0,siliceous-ooze,-0.3205881,Lithogenous sediment,70.0
-70.0,-145.0,siliceous-ooze,-0.3205881,Lithogenous sediment,70.0
-70.0,-144.0,siliceous-ooze,-0.3205881,Lithogenous sediment,70.0
-70.0,-143.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-142.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-141.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-140.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-139.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-138.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-137.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-136.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-135.0,siliceous-ooze,-0.27549028,Lithogenous sediment,70.0
-70.0,-134.0,siliceous-ooze,-0.3205881,Lithogenous sediment,70.0
-70.0,-133.0,siliceous-ooze,-0.41078424,Lithogenous sediment,70.0
-70.0,-132.0,siliceous-ooze,-0.5460787,Lithogenous sediment,70.0
-70.0,-131.0,siliceous-ooze,-0.7264707,Lithogenous sediment,70.0
-70.0,-130.0,siliceous-ooze,-1.0421569,Lithogenous sediment,70.0
-70.0,-129.0,siliceous-ooze,-1.3578432,Lithogenous sediment,70.0
-70.0,-128.0,siliceous-ooze,-1.1774511,Lithogenous sediment,70.0
-70.0,-127.0,siliceous-ooze,-1.2676473,Lithogenous sediment,70.0
-70.0,-126.0,siliceous-ooze,-1.3127451,Lithogenous sediment,70.0
-70.0,-125.0,siliceous-ooze,-1.3578432,Lithogenous sediment,70.0
-70.0,-124.0,siliceous-ooze,-1.4480393,Lithogenous sediment,70.0
-70.0,-123.0,siliceous-ooze,-1.4029412,Lithogenous sediment,70.0
-70.0,-122.0,siliceous-ooze,-1.2676473,Lithogenous sediment,70.0
-70.0,-121.0,siliceous-ooze,-1.6735296,Lithogenous sediment,70.0
-70.0,-120.0,siliceous-ooze,-1.8990197,Lithogenous sediment,70.0
-70.0,-119.0,siliceous-ooze,-1.7637255,Lithogenous sediment,70.0
-70.0,-118.0,siliceous-ooze,-1.5833335,Lithogenous sediment,70.0
-70.0,-117.0,siliceous-ooze,-1.3578432,Lithogenous sediment,70.0
-70.0,-116.0,siliceous-ooze,-1.1323531,Lithogenous sediment,70.0
-70.0,-115.0,siliceous-ooze,-1.1323531,Lithogenous sediment,70.0
-70.0,-114.0,siliceous-ooze,-1.0421569,Lithogenous sediment,70.0
-70.0,-113.0,siliceous-ooze,-1.0421569,Lithogenous sediment,70.0
-70.0,-112.0,siliceous-ooze,-1.1774511,Lithogenous sediment,70.0
-70.0,-111.0,siliceous-ooze,-1.1323531,Lithogenous sediment,70.0
-70.0,-110.0,siliceous-ooze,-1.087255,Lithogenous sediment,70.0
-70.0,-109.0,siliceous-ooze,-0.9519608,Lithogenous sediment,70.0
-70.0,-108.0,siliceous-ooze,-0.9519608,Lithogenous sediment,70.0
-70.0,-107.0,siliceous-ooze,-0.90686274,Lithogenous sediment,70.0
-70.0,-106.0,siliceous-ooze,-0.99705887,Lithogenous sediment,70.0
-70.0,-105.0,siliceous-ooze,-0.99705887,Lithogenous sediment,70.0
-70.0,-104.0,siliceous-ooze,-0.9519608,Lithogenous sediment,70.0
-70.0,-103.0,siliceous-ooze,-0.99705887,Lithogenous sediment,70.0
-70.0,-102.0,siliceous-ooze,-0.9519608,Lithogenous sediment,70.0
-70.0,-101.0,siliceous-ooze,-0.81666684,Lithogenous sediment,70.0
-70.0,-100.0,siliceous-ooze,-0.7715688,Lithogenous sediment,70.0
-70.0,-99.0,siliceous-ooze,-0.7715688,Lithogenous sediment,70.0
-70.0,-98.0,siliceous-ooze,-0.81666684,Lithogenous sediment,70.0
-70.0,-97.0,siliceous-ooze,-0.90686274,Lithogenous sediment,70.0
-70.0,-96.0,siliceous-ooze,-1.1774511,Lithogenous sediment,70.0
-70.0,-95.0,siliceous-ooze,-1.6284316,Lithogenous sediment,70.0
-70.0,-94.0,siliceous-ooze,-1.6735296,Lithogenous sediment,70.0
-70.0,-93.0,siliceous-ooze,-1.4029412,Lithogenous sediment,70.0
